Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2010/11,Oct-10,Northern,Antrim Area,Type 1,"4,108.00","1,960.00",92,"6,160.00"
2010/11,Oct-10,Northern,Causeway,Type 1,"3,098.00",465,24,"3,587.00"
2010/11,Oct-10,Northern,Mid-Ulster,Type 3,506,0,0,506
2010/11,Oct-10,Northern,Whiteabbey,Type 3,707,0,0,707
2010/11,Oct-10,South Eastern,Ards MIU,Type 3,679,0,0,679
2010/11,Oct-10,South Eastern,Bangor MIU,Type 3,997,0,0,997
2010/11,Oct-10,South Eastern,Downe,Type 2,"1,639.00",120,5,"1,764.00"
2010/11,Oct-10,South Eastern,Lagan Valley,Type 2,"2,500.00",302,3,"2,805.00"
2010/11,Oct-10,South Eastern,Ulster,Type 1,"4,895.00","1,216.00",69,"6,180.00"
2010/11,Oct-10,Southern,Armagh Community,Type 3,613,0,0,613
2010/11,Oct-10,Southern,Craigavon Area,Type 1,"5,000.00",949,0,"5,949.00"
2010/11,Oct-10,Southern,Daisy Hill,Type 1,"2,883.00",86,0,"2,969.00"
2010/11,Oct-10,Southern,South Tyrone,Type 3,"1,387.00",0,0,"1,387.00"
2010/11,Oct-10,Western,Altnagelvin Area,Type 1,"3,472.00","1,001.00",3,"4,476.00"
2010/11,Oct-10,Western,South West Acute,Type 1,"2,113.00",90,0,"2,203.00"
2010/11,Oct-10,Western,Tyrone County,Type 3,"1,150.00",0,0,"1,150.00"
2010/11,Nov-10,Belfast,Belfast City,Type 1,"2,414.00","1,032.00",91,"3,537.00"
2010/11,Nov-10,Belfast,Mater,Type 1,"2,249.00",864,160,"3,273.00"
2010/11,Nov-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,591.00","1,073.00",147,"5,811.00"
2010/11,Nov-10,Belfast,RBHSC,Type 1,"1,957.00",384,0,"2,341.00"
2010/11,Nov-10,Northern,Antrim Area,Type 1,"4,012.00","1,484.00",100,"5,596.00"
2010/11,Nov-10,Northern,Causeway,Type 1,"2,633.00",639,43,"3,315.00"
2010/11,Nov-10,Northern,Mid-Ulster,Type 3,460,0,0,460
2010/11,Nov-10,Northern,Whiteabbey,Type 3,677,0,0,677
2010/11,Nov-10,South Eastern,Ards MIU,Type 3,732,0,0,732
2010/11,Nov-10,South Eastern,Bangor MIU,Type 3,907,0,0,907
2010/11,Nov-10,South Eastern,Downe,Type 2,"1,527.00",156,26,"1,709.00"
2010/11,Nov-10,South Eastern,Lagan Valley,Type 2,"2,334.00",214,26,"2,574.00"
2010/11,Nov-10,South Eastern,Ulster,Type 1,"4,668.00",969,169,"5,806.00"
2010/11,Nov-10,Southern,Armagh Community,Type 3,565,0,0,565
2010/11,Nov-10,Southern,Craigavon Area,Type 1,"4,634.00","1,023.00",0,"5,657.00"
2010/11,Nov-10,Southern,Daisy Hill,Type 1,"2,604.00",42,0,"2,646.00"
2010/11,Nov-10,Southern,South Tyrone,Type 3,"1,311.00",0,0,"1,311.00"
2010/11,Nov-10,Western,Altnagelvin Area,Type 1,"3,307.00",816,12,"4,135.00"
2010/11,Nov-10,Western,South West Acute,Type 1,"1,863.00",73,0,"1,936.00"
2010/11,Nov-10,Western,Tyrone County,Type 3,987,0,0,987
2010/11,Dec-10,Belfast,Belfast City,Type 1,"2,443.00","1,185.00",83,"3,711.00"
2010/11,Dec-10,Belfast,Mater,Type 1,"1,867.00","1,340.00",153,"3,360.00"
2010/11,Dec-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,305.00","1,559.00",40,"5,904.00"
2010/11,Dec-10,Belfast,RBHSC,Type 1,"2,088.00",724,0,"2,812.00"
2010/11,Dec-10,Northern,Antrim Area,Type 1,"3,553.00","1,824.00",164,"5,541.00"
2010/11,Dec-10,Northern,Causeway,Type 1,"2,466.00",660,43,"3,169.00"
2010/11,Dec-10,Northern,Mid-Ulster,Type 3,383,0,0,383
2010/11,Dec-10,Northern,Whiteabbey,Type 3,615,0,0,615
2010/11,Dec-10,South Eastern,Ards MIU,Type 3,638,0,0,638
2010/11,Dec-10,South Eastern,Bangor MIU,Type 3,974,0,0,974
2010/11,Dec-10,South Eastern,Downe,Type 2,"1,384.00",152,16,"1,552.00"
2010/11,Dec-10,South Eastern,Lagan Valley,Type 2,"2,095.00",353,22,"2,470.00"
2010/11,Dec-10,South Eastern,Ulster,Type 1,"4,801.00","1,101.00",174,"6,076.00"
2010/11,Dec-10,Southern,Armagh Community,Type 3,496,0,0,496
2010/11,Dec-10,Southern,Craigavon Area,Type 1,"4,622.00","1,275.00",1,"5,898.00"
2010/11,Dec-10,Southern,Daisy Hill,Type 1,"2,676.00",133,0,"2,809.00"
2010/11,Dec-10,Southern,South Tyrone,Type 3,"1,088.00",0,0,"1,088.00"
2010/11,Dec-10,Western,Altnagelvin Area,Type 1,"3,133.00",987,3,"4,123.00"
2010/11,Dec-10,Western,South West Acute,Type 1,"1,916.00",149,3,"2,068.00"
2010/11,Dec-10,Western,Tyrone County,Type 3,918,0,0,918
2010/11,Jan-11,Belfast,Belfast City,Type 1,"2,487.00","1,091.00",80,"3,658.00"
2010/11,Jan-11,Belfast,Mater,Type 1,"1,996.00","1,083.00",177,"3,256.00"
2010/11,Jan-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,414.00","1,496.00",142,"6,052.00"
2010/11,Jan-11,Belfast,RBHSC,Type 1,"2,150.00",714,1,"2,865.00"
2010/11,Jan-11,Northern,Antrim Area,Type 1,"3,360.00","1,952.00",561,"5,873.00"
2010/11,Jan-11,Northern,Causeway,Type 1,"2,612.00",727,59,"3,398.00"
2010/11,Jan-11,Northern,Mid-Ulster,Type 3,447,0,0,447
2010/11,Jan-11,Northern,Whiteabbey,Type 3,687,0,0,687
2010/11,Jan-11,South Eastern,Ards MIU,Type 3,681,0,0,681
2010/11,Jan-11,South Eastern,Bangor MIU,Type 3,886,0,0,886
2010/11,Jan-11,South Eastern,Downe,Type 2,"1,461.00",164,18,"1,643.00"
2010/11,Jan-11,South Eastern,Lagan Valley,Type 2,"2,211.00",451,37,"2,699.00"
2010/11,Jan-11,South Eastern,Ulster,Type 1,"4,723.00","1,307.00",153,"6,183.00"
2010/11,Jan-11,Southern,Armagh Community,Type 3,542,0,0,542
2010/11,Jan-11,Southern,Craigavon Area,Type 1,"4,570.00","1,332.00",5,"5,907.00"
2010/11,Jan-11,Southern,Daisy Hill,Type 1,"2,822.00",122,0,"2,944.00"
2010/11,Jan-11,Southern,South Tyrone,Type 3,"1,284.00",0,0,"1,284.00"
2010/11,Jan-11,Western,Altnagelvin Area,Type 1,"3,341.00",887,2,"4,230.00"
2010/11,Jan-11,Western,South West Acute,Type 1,"2,034.00",149,0,"2,183.00"
2010/11,Jan-11,Western,Tyrone County,Type 3,"1,057.00",0,0,"1,057.00"
2010/11,Feb-11,Belfast,Belfast City,Type 1,"2,246.00","1,057.00",115,"3,418.00"
2010/11,Feb-11,Belfast,Mater,Type 1,"1,806.00","1,108.00",175,"3,089.00"
2010/11,Feb-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,192.00","1,337.00",186,"5,715.00"
2010/11,Feb-11,Belfast,RBHSC,Type 1,"1,918.00",926,6,"2,850.00"
2010/11,Feb-11,Northern,Antrim Area,Type 1,"2,858.00","1,868.00",547,"5,273.00"
2010/11,Feb-11,Northern,Causeway,Type 1,"2,480.00",725,53,"3,258.00"
2010/11,Feb-11,Northern,Mid-Ulster,Type 3,493,0,0,493
2010/11,Feb-11,Northern,Whiteabbey,Type 3,629,0,0,629
2010/11,Feb-11,South Eastern,Ards MIU,Type 3,647,0,0,647
2010/11,Feb-11,South Eastern,Bangor MIU,Type 3,876,0,0,876
2010/11,Feb-11,South Eastern,Downe,Type 2,"1,303.00",184,32,"1,519.00"
2010/11,Feb-11,South Eastern,Lagan Valley,Type 2,"1,813.00",508,110,"2,431.00"
2010/11,Feb-11,South Eastern,Ulster,Type 1,"4,421.00","1,064.00",111,"5,596.00"
2010/11,Feb-11,Southern,Armagh Community,Type 3,619,0,0,619
2010/11,Feb-11,Southern,Craigavon Area,Type 1,"4,239.00","1,246.00",0,"5,485.00"
2010/11,Feb-11,Southern,Daisy Hill,Type 1,"2,666.00",104,0,"2,770.00"
2010/11,Feb-11,Southern,South Tyrone,Type 3,"1,196.00",0,0,"1,196.00"
2010/11,Feb-11,Western,Altnagelvin Area,Type 1,"3,241.00",865,3,"4,109.00"
2010/11,Feb-11,Western,South West Acute,Type 1,"1,807.00",181,0,"1,988.00"
2010/11,Feb-11,Western,Tyrone County,Type 3,960,0,0,960
2010/11,Mar-11,Belfast,Belfast City,Type 1,"2,852.00",947,32,"3,831.00"
2010/11,Mar-11,Belfast,Mater,Type 1,"2,531.00",816,100,"3,447.00"
2010/11,Mar-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,734.00","1,527.00",252,"6,513.00"
2010/11,Mar-11,Belfast,RBHSC,Type 1,"2,411.00",679,5,"3,095.00"
2010/11,Mar-11,Northern,Antrim Area,Type 1,"4,281.00","1,545.00",343,"6,169.00"
2010/11,Mar-11,Northern,Causeway,Type 1,"3,080.00",598,23,"3,701.00"
2010/11,Mar-11,Northern,Mid-Ulster,Type 3,608,0,0,608
2010/11,Mar-11,Northern,Whiteabbey,Type 3,855,0,0,855
2010/11,Mar-11,South Eastern,Ards MIU,Type 3,857,0,0,857
2010/11,Mar-11,South Eastern,Bangor MIU,Type 3,"1,114.00",0,0,"1,114.00"
2010/11,Mar-11,South Eastern,Downe,Type 2,"1,688.00",206,16,"1,910.00"
2010/11,Mar-11,South Eastern,Lagan Valley,Type 2,"2,353.00",461,61,"2,875.00"
2010/11,Mar-11,South Eastern,Ulster,Type 1,"5,386.00","1,087.00",14,"6,487.00"
2010/11,Mar-11,Southern,Armagh Community,Type 3,707,0,0,707
2010/11,Mar-11,Southern,Craigavon Area,Type 1,"5,022.00","1,042.00",0,"6,064.00"
2010/11,Mar-11,Southern,Daisy Hill,Type 1,"3,036.00",147,0,"3,183.00"
2010/11,Mar-11,Southern,South Tyrone,Type 3,"1,536.00",0,0,"1,536.00"
2010/11,Mar-11,Western,Altnagelvin Area,Type 1,"3,629.00",926,3,"4,558.00"
2010/11,Mar-11,Western,South West Acute,Type 1,"2,249.00",149,0,"2,398.00"
2010/11,Mar-11,Western,Tyrone County,Type 3,"1,219.00",0,0,"1,219.00"
2011/12,Apr-11,Belfast,Belfast City,Type 1,"2,734.00",930,18,"3,682.00"
2011/12,Apr-11,Belfast,Mater,Type 1,"2,680.00",853,96,"3,629.00"
2011/12,Apr-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,214.00","1,464.00",185,"5,863.00"
2011/12,Apr-11,Belfast,RBHSC,Type 1,"2,300.00",851,2,"3,153.00"
2011/12,Apr-11,Northern,Antrim Area,Type 1,"4,758.00","1,147.00",209,"6,114.00"
2011/12,Apr-11,Northern,Causeway,Type 1,"3,378.00",624,16,"4,018.00"
2011/12,Apr-11,Northern,Mid-Ulster,Type 3,461,0,0,461
2011/12,Apr-11,Northern,Whiteabbey,Type 3,731,0,0,731
2011/12,Apr-11,South Eastern,Ards MIU,Type 3,745,0,0,745
2011/12,Apr-11,South Eastern,Bangor MIU,Type 3,"1,125.00",0,0,"1,125.00"
2011/12,Apr-11,South Eastern,Downe,Type 2,"1,751.00",100,3,"1,854.00"
2011/12,Apr-11,South Eastern,Lagan Valley,Type 2,"2,629.00",320,11,"2,960.00"
2011/12,Apr-11,South Eastern,Ulster,Type 1,"5,618.00","1,072.00",36,"6,726.00"
2011/12,Apr-11,Southern,Armagh Community,Type 3,749,0,0,749
2011/12,Apr-11,Southern,Craigavon Area,Type 1,"5,360.00",987,0,"6,347.00"
2011/12,Apr-11,Southern,Daisy Hill,Type 1,"3,323.00",125,0,"3,448.00"
2011/12,Apr-11,Southern,South Tyrone,Type 3,"1,644.00",0,0,"1,644.00"
2011/12,Apr-11,Western,Altnagelvin Area,Type 1,"3,859.00",865,1,"4,725.00"
2011/12,Apr-11,Western,South West Acute,Type 1,"2,335.00",219,0,"2,554.00"
2011/12,Apr-11,Western,Tyrone County,Type 3,"1,376.00",3,0,"1,379.00"
2011/12,May-11,Belfast,Belfast City,Type 1,"2,778.00",916,23,"3,717.00"
2011/12,May-11,Belfast,Mater,Type 1,"2,568.00",868,131,"3,567.00"
2011/12,May-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,570.00","1,421.00",148,"6,139.00"
2011/12,May-11,Belfast,RBHSC,Type 1,"2,393.00",434,1,"2,828.00"
2011/12,May-11,Northern,Antrim Area,Type 1,"4,447.00","1,391.00",448,"6,286.00"
2011/12,May-11,Northern,Causeway,Type 1,"3,150.00",659,25,"3,834.00"
2011/12,May-11,Northern,Mid-Ulster,Type 3,541,0,0,541
2011/12,May-11,Northern,Whiteabbey,Type 3,778,0,0,778
2011/12,May-11,South Eastern,Ards MIU,Type 3,729,0,0,729
2011/12,May-11,South Eastern,Bangor MIU,Type 3,"1,040.00",0,0,"1,040.00"
2011/12,May-11,South Eastern,Downe,Type 2,"1,690.00",82,1,"1,773.00"
2011/12,May-11,South Eastern,Lagan Valley,Type 2,"2,403.00",483,35,"2,921.00"
2011/12,May-11,South Eastern,Ulster,Type 1,"5,339.00","1,108.00",105,"6,552.00"
2011/12,May-11,Southern,Armagh Community,Type 3,703,0,0,703
2011/12,May-11,Southern,Craigavon Area,Type 1,"5,051.00","1,321.00",0,"6,372.00"
2011/12,May-11,Southern,Daisy Hill,Type 1,"3,257.00",163,0,"3,420.00"
2011/12,May-11,Southern,South Tyrone,Type 3,"1,719.00",1,0,"1,720.00"
2011/12,May-11,Western,Altnagelvin Area,Type 1,"3,573.00",971,2,"4,546.00"
2011/12,May-11,Western,South West Acute,Type 1,"2,262.00",178,0,"2,440.00"
2011/12,May-11,Western,Tyrone County,Type 3,"1,358.00",1,0,"1,359.00"
2011/12,Jun-11,Belfast,Belfast City,Type 1,"2,636.00",922,6,"3,564.00"
2011/12,Jun-11,Belfast,Mater,Type 1,"2,614.00",759,58,"3,431.00"
2011/12,Jun-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,739.00","1,362.00",56,"6,157.00"
2011/12,Jun-11,Belfast,RBHSC,Type 1,"2,170.00",408,1,"2,579.00"
2011/12,Jun-11,Northern,Antrim Area,Type 1,"4,128.00","1,431.00",539,"6,098.00"
2011/12,Jun-11,Northern,Causeway,Type 1,"2,963.00",601,101,"3,665.00"
2011/12,Jun-11,Northern,Mid-Ulster,Type 3,544,0,0,544
2011/12,Jun-11,Northern,Whiteabbey,Type 3,864,1,0,865
2011/12,Jun-11,South Eastern,Ards MIU,Type 3,858,0,0,858
2011/12,Jun-11,South Eastern,Bangor MIU,Type 3,"1,104.00",0,0,"1,104.00"
2011/12,Jun-11,South Eastern,Downe,Type 2,"1,596.00",94,0,"1,690.00"
2011/12,Jun-11,South Eastern,Lagan Valley,Type 2,"2,399.00",323,53,"2,775.00"
2011/12,Jun-11,South Eastern,Ulster,Type 1,"5,147.00","1,133.00",155,"6,435.00"
2011/12,Jun-11,Southern,Armagh Community,Type 3,675,0,0,675
2011/12,Jun-11,Southern,Craigavon Area,Type 1,"4,955.00","1,114.00",0,"6,069.00"
2011/12,Jun-11,Southern,Daisy Hill,Type 1,"3,188.00",80,0,"3,268.00"
2011/12,Jun-11,Southern,South Tyrone,Type 3,"1,690.00",1,0,"1,691.00"
2011/12,Jun-11,Western,Altnagelvin Area,Type 1,"3,509.00","1,089.00",1,"4,599.00"
2011/12,Jun-11,Western,South West Acute,Type 1,"2,319.00",186,0,"2,505.00"
2011/12,Jun-11,Western,Tyrone County,Type 3,"1,352.00",3,0,"1,355.00"
2011/12,Jul-11,Belfast,Belfast City,Type 1,"2,865.00",618,1,"3,484.00"
2011/12,Jul-11,Belfast,Mater,Type 1,"2,818.00",665,15,"3,498.00"
2011/12,Jul-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,527.00","1,234.00",25,"5,786.00"
2011/12,Jul-11,Belfast,RBHSC,Type 1,"2,054.00",158,0,"2,212.00"
2011/12,Jul-11,Northern,Antrim Area,Type 1,"4,357.00","1,612.00",94,"6,063.00"
2011/12,Jul-11,Northern,Causeway,Type 1,"3,277.00",722,46,"4,045.00"
2011/12,Jul-11,Northern,Mid-Ulster,Type 3,486,0,0,486
2011/12,Jul-11,Northern,Whiteabbey,Type 3,684,0,0,684
2011/12,Jul-11,South Eastern,Ards MIU,Type 3,754,0,0,754
2011/12,Jul-11,South Eastern,Bangor MIU,Type 3,"1,014.00",0,0,"1,014.00"
2011/12,Jul-11,South Eastern,Downe,Type 2,"1,533.00",206,1,"1,740.00"
2011/12,Jul-11,South Eastern,Lagan Valley,Type 2,"2,409.00",206,1,"2,616.00"
2011/12,Jul-11,South Eastern,Ulster,Type 1,"4,880.00","1,279.00",162,"6,321.00"
2011/12,Jul-11,Southern,Armagh Community,Type 3,655,0,0,655
2011/12,Jul-11,Southern,Craigavon Area,Type 1,"4,609.00","1,200.00",0,"5,809.00"
2011/12,Jul-11,Southern,Daisy Hill,Type 1,"3,211.00",172,0,"3,383.00"
2011/12,Jul-11,Southern,South Tyrone,Type 3,"1,628.00",0,0,"1,628.00"
2011/12,Jul-11,Western,Altnagelvin Area,Type 1,"3,432.00","1,200.00",1,"4,633.00"
2011/12,Jul-11,Western,South West Acute,Type 1,"2,411.00",68,0,"2,479.00"
2011/12,Jul-11,Western,Tyrone County,Type 3,"1,378.00",1,0,"1,379.00"
2011/12,Aug-11,Belfast,Belfast City,Type 1,"2,881.00",596,1,"3,478.00"
2011/12,Aug-11,Belfast,Mater,Type 1,"2,912.00",560,8,"3,480.00"
2011/12,Aug-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,043.00","1,487.00",26,"6,556.00"
2011/12,Aug-11,Belfast,RBHSC,Type 1,"2,055.00",236,0,"2,291.00"
2011/12,Aug-11,Northern,Antrim Area,Type 1,"4,453.00","1,498.00",108,"6,059.00"
2011/12,Aug-11,Northern,Causeway,Type 1,"3,178.00",775,31,"3,984.00"
2011/12,Aug-11,Northern,Mid-Ulster,Type 3,556,0,0,556
2011/12,Aug-11,Northern,Whiteabbey,Type 3,725,0,0,725
2011/12,Aug-11,South Eastern,Ards MIU,Type 3,920,0,0,920
2011/12,Aug-11,South Eastern,Bangor MIU,Type 3,"1,092.00",0,0,"1,092.00"
2011/12,Aug-11,South Eastern,Downe,Type 2,"1,609.00",209,12,"1,830.00"
2011/12,Aug-11,South Eastern,Lagan Valley,Type 2,"1,909.00",87,2,"1,998.00"
2011/12,Aug-11,South Eastern,Ulster,Type 1,"4,638.00","1,355.00",263,"6,256.00"
2011/12,Aug-11,Southern,Armagh Community,Type 3,698,0,0,698
2011/12,Aug-11,Southern,Craigavon Area,Type 1,"4,436.00","1,502.00",0,"5,938.00"
2011/12,Aug-11,Southern,Daisy Hill,Type 1,"3,248.00",171,0,"3,419.00"
2011/12,Aug-11,Southern,South Tyrone,Type 3,"1,688.00",0,0,"1,688.00"
2011/12,Aug-11,Western,Altnagelvin Area,Type 1,"3,284.00","1,244.00",2,"4,530.00"
2011/12,Aug-11,Western,South West Acute,Type 1,"2,363.00",102,0,"2,465.00"
2011/12,Aug-11,Western,Tyrone County,Type 3,"1,315.00",0,0,"1,315.00"
2011/12,Sep-11,Belfast,Belfast City,Type 1,"2,693.00",657,27,"3,377.00"
2011/12,Sep-11,Belfast,Mater,Type 1,"2,390.00","1,142.00",43,"3,575.00"
2011/12,Sep-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,598.00","1,571.00",95,"6,264.00"
2011/12,Sep-11,Belfast,RBHSC,Type 1,"2,254.00",210,0,"2,464.00"
2011/12,Sep-11,Northern,Antrim Area,Type 1,"4,343.00","1,532.00",97,"5,972.00"
2011/12,Sep-11,Northern,Causeway,Type 1,"2,697.00",645,84,"3,426.00"
2011/12,Sep-11,Northern,Mid-Ulster,Type 3,558,0,0,558
2011/12,Sep-11,Northern,Whiteabbey,Type 3,764,0,0,764
2011/12,Sep-11,South Eastern,Ards MIU,Type 3,821,0,0,821
2011/12,Sep-11,South Eastern,Bangor MIU,Type 3,"1,067.00",0,0,"1,067.00"
2011/12,Sep-11,South Eastern,Downe,Type 2,"1,574.00",108,0,"1,682.00"
2011/12,Sep-11,South Eastern,Lagan Valley,Type 2,"1,955.00",111,0,"2,066.00"
2011/12,Sep-11,South Eastern,Ulster,Type 1,"4,884.00","1,403.00",193,"6,480.00"
2011/12,Sep-11,Southern,Armagh Community,Type 3,668,0,0,668
2011/12,Sep-11,Southern,Craigavon Area,Type 1,"4,350.00","1,489.00",0,"5,839.00"
2011/12,Sep-11,Southern,Daisy Hill,Type 1,"2,928.00",62,0,"2,990.00"
2011/12,Sep-11,Southern,South Tyrone,Type 3,"1,559.00",0,0,"1,559.00"
2011/12,Sep-11,Western,Altnagelvin Area,Type 1,"3,084.00","1,074.00",0,"4,158.00"
2011/12,Sep-11,Western,South West Acute,Type 1,"2,005.00",100,0,"2,105.00"
2011/12,Sep-11,Western,Tyrone County,Type 3,"1,221.00",0,0,"1,221.00"
2011/12,Oct-11,Belfast,Belfast City,Type 1,"2,474.00",818,29,"3,321.00"
2011/12,Oct-11,Belfast,Mater,Type 1,"2,180.00","1,183.00",77,"3,440.00"
2011/12,Oct-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,614.00","1,520.00",31,"6,165.00"
2011/12,Oct-11,Belfast,RBHSC,Type 1,"2,351.00",235,0,"2,586.00"
2011/12,Oct-11,Northern,Antrim Area,Type 1,"4,094.00","1,579.00",252,"5,925.00"
2011/12,Oct-11,Northern,Causeway,Type 1,"2,818.00",620,57,"3,495.00"
2011/12,Oct-11,Northern,Mid-Ulster,Type 3,510,0,0,510
2011/12,Oct-11,Northern,Whiteabbey,Type 3,710,0,0,710
2011/12,Oct-11,South Eastern,Ards MIU,Type 3,754,0,0,754
2011/12,Oct-11,South Eastern,Bangor MIU,Type 3,989,0,0,989
2011/12,Oct-11,South Eastern,Downe,Type 2,"1,507.00",166,8,"1,681.00"
2011/12,Oct-11,South Eastern,Lagan Valley,Type 2,"1,834.00",121,3,"1,958.00"
2011/12,Oct-11,South Eastern,Ulster,Type 1,"4,700.00","1,291.00",369,"6,360.00"
2011/12,Oct-11,Southern,Armagh Community,Type 3,619,0,0,619
2011/12,Oct-11,Southern,Craigavon Area,Type 1,"4,573.00","1,520.00",0,"6,093.00"
2011/12,Oct-11,Southern,Daisy Hill,Type 1,"2,933.00",138,0,"3,071.00"
2011/12,Oct-11,Southern,South Tyrone,Type 3,"1,551.00",0,0,"1,551.00"
2011/12,Oct-11,Western,Altnagelvin Area,Type 1,"3,173.00","1,200.00",7,"4,380.00"
2011/12,Oct-11,Western,South West Acute,Type 1,"2,052.00",88,0,"2,140.00"
2011/12,Oct-11,Western,Tyrone County,Type 3,"1,213.00",1,0,"1,214.00"
2011/12,Nov-11,Belfast,Belfast City,Type 1,22,56,0,78
2011/12,Nov-11,Belfast,Mater,Type 1,"2,589.00",871,34,"3,494.00"
2011/12,Nov-11,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,503.00","2,008.00",29,"7,540.00"
2011/12,Nov-11,Belfast,RBHSC,Type 1,"2,244.00",329,1,"2,574.00"
2011/12,Nov-11,Northern,Antrim Area,Type 1,"4,009.00","1,463.00",164,"5,636.00"
2011/12,Nov-11,Northern,Causeway,Type 1,"2,590.00",512,106,"3,208.00"
2011/12,Nov-11,Northern,Mid-Ulster,Type 3,506,0,0,506
2011/12,Nov-11,Northern,Whiteabbey,Type 3,678,1,0,679
2011/12,Nov-11,South Eastern,Ards MIU,Type 3,803,0,0,803
2011/12,Nov-11,South Eastern,Bangor MIU,Type 3,913,0,0,913
2011/12,Nov-11,South Eastern,Downe,Type 2,"1,350.00",190,4,"1,544.00"
2011/12,Nov-11,South Eastern,Lagan Valley,Type 2,"1,768.00",92,1,"1,861.00"
2011/12,Nov-11,South Eastern,Ulster,Type 1,"4,767.00","1,359.00",223,"6,349.00"
2011/12,Nov-11,Southern,Armagh Community,Type 3,566,0,0,566
2011/12,Nov-11,Southern,Craigavon Area,Type 1,"4,216.00","1,194.00",2,"5,412.00"
2011/12,Nov-11,Southern,Daisy Hill,Type 1,"2,784.00",69,0,"2,853.00"
2011/12,Nov-11,Southern,South Tyrone,Type 3,"1,418.00",0,0,"1,418.00"
